P20273	Q07108
Q99788	Q99969
Q9Y6M5	Q9Y6M5
P62269	P62899
O75909	Q9NWS9
Q8N131	Q96L03
Q9GZS1	Q9NVN8
Q6P1J9	Q9H9H4
Q8NEC5	Q9BXT2
Q9UI95	Q9UM11
Q13316	Q9BQB4
P09001	P36578
P46782	Q9NVU7
O75394	Q15041
P25789	Q6ICB0
Q92844	Q9NYJ8
A2A2Y4	Q5SNT2
P05388	Q9BYG3
P16150	P17931
Q8TED1	Q9H2L4
O75144	Q5ZPR3
Q04323	Q9Y3C5
P09234	Q9NZC7
Q9H089	Q9H501
P09001	P62829
P25788	P60900
Q06432	Q8NEC5
P38919	P62847
A0A1B0GUV7	P36578
P49840	Q9Y297
P20382	P48645
Q14145	Q9UKX7
Q92664	Q92994
P17861	P63244
Q13823	Q6DKI1
P16298	Q8TF05
P47710	P47710
Q8TB52	Q9NWN3
P09601	P18848
P30273	Q9H257
Q00978	Q53G44
Q92979	Q9Y6V7
P37840	Q9UPM6
Q9BUZ4	Q9UHD9
Q9Y2R5	Q9Y3B7
P31153	P80217
O15496	Q96K80
Q06546	Q86XA0
P62753	P62847
P22090	P62753
Q9NP66	Q9UBU8
O60548	Q9Y5V3
O76064	P49959
O75344	Q8WUA2
Q7Z4G4	Q9UI30
H3BMG3	P63244
P42081	Q7Z6A9
O14979	P23921
P58418	Q8N682
Q4QY38	Q8NES8
P13639	P32969
P50895	P50895
P82675	Q7Z2W9
Q13618	Q2TBA0
P00813	P07741
P62857	P62899
Q7Z2W9	Q9BYD3
P61962	Q969U6
P02741	P09919
A8MTQ0	Q3LI67
Q8TDU6	Q96RI1
P04921	Q9UKJ1
P52429	Q9Y4U1
Q969L2	Q9UKF7
Q8TBC4	Q9Y2Z4
P49411	Q9H4K7
P62273	P82675
Q86TB9	Q9UK45
O43159	O43709
O14576	Q9BVJ6
P51813	P62258
O14521	P48047
O43824	Q9NRX2
Q86U70	Q9H0R6
P55081	Q13123
P62308	Q13838
O00560	Q7L5D6
P48200	Q16595
Q96EY4	Q9NX58
O14929	O14929
O60641	O75061
Q9HCU8	Q9HCU8
P82933	Q9Y3D3
P05388	Q9BYC8
P13501	P32302
O00217	P03915
O43364	P20719
Q96FI4	Q96T60
Q14566	Q3B820
O75971	Q13287
Q15633	Q9HA38
Q8NFU5	Q8NFU5
P06454	P39019
P01344	P15172
P46777	P82914
Q7RTV0	Q9ULR0
P01100	P13500
P49458	P62917
Q4LDG9	Q9UI46
Q9P0J6	Q9Y3D3
P05387	Q96IZ7
O75934	Q8WUQ7
P62888	Q9NX24
A6NL82	Q9UIF3
P33552	Q9UM11
Q96N76	Q96N76
O94901	Q12912
Q8NEB9	Q96F24
P83731	Q9UHB9
Q13405	Q5T653
O43508	P12034
Q5MJ10	Q7Z4V0
O94763	Q9UBK9
Q9BWG6	Q9P013
P23508	Q96CN5
O14653	Q86Y82
P49207	Q5T1N1
P17041	Q70Z53
O75616	P51398
Q15061	Q9NVN8
Q14894	Q96CV9
Q8N7U6	Q8N7U6
Q8IYX8	Q8NA61
P09001	Q15041
Q8WUB8	Q8WUB8
O43716	P00403
P43351	Q14565
O60870	Q9UNP9
P48047	Q99437
Q96G21	Q9H089
O00206	P08949
Q9ULX6	Q9ULX6
Q6UW68	Q9NSU2
A8MT69	P15927
P62081	Q5T1N1
Q86TS9	Q96E11
O43290	Q9BRD0
P60201	Q9GZR5
O43390	Q07666
P82673	Q7Z7F7
Q5T1N1	Q9GZL7
Q4U2R6	Q9Y2Q9
Q6ZQR2	Q969V4
P14784	Q9UHD0
P47813	Q9BYD1
Q8IV31	Q8IV31
Q9Y324	Q9Y3A4
O14645	Q8NA54
P32189	P32189
Q96GC5	Q9NQ50
P82912	P82933
P52630	P63244
P05387	Q9Y3U8
Q8N653	Q9P2N7
Q5VUD6	Q5VUD6
Q8NCD3	Q9H3R5
O00488	P61353
O00444	Q6UVJ0
O95445	P05067
P26373	Q5JRM2
P07910	P51991
Q5JRM2	Q8IYK2
Q8N983	Q9P0M9
Q96CN9	Q9NQZ6
O95931	Q86SE9
Q68DK7	Q96EZ8
P42568	Q92541
Q13618	Q96KE9
P61758	Q13617
Q969X6	Q9UKD2
P38936	P49715
P49848	Q15542
Q7L3T8	Q9UGM6
O75306	Q04760
Q9Y2R9	Q9Y6G3
Q8TBP5	Q8WW34
P52435	Q08945
O95715	Q9NRJ3
Q86XR8	Q9UBB9
P33991	Q13617
Q5VZ72	Q8IYV9
O43281	Q92882
P04233	P62888
Q9HAF1	Q9HBJ0
P51809	Q14677
Q9NYM9	Q9P2W9
Q01780	Q96B26
Q8IZ69	Q92624
P62841	P62851
P62244	Q02878
P01375	P50591
O75419	P49643
Q13049	Q96EV8
Q8IYX8	Q96MT8
P34998	P35372
P08559	P22695
P55036	Q96LY2
Q9NRX1	Q9NV31
O95447	P06753
Q8TDP1	Q9Y3Z3
P82921	Q9NYK5
O14775	Q02156
Q08289	Q08289
Q9NXC2	Q9Y3C5
P83731	Q96CT7
Q9HBA0	Q9UBN4
Q9P0U4	Q9P0U4
Q13620	Q9NV06
P0CG48	Q9NYJ8
Q8IXL6	Q9UFP1
Q8IYI6	Q8TD31
P03372	P38936
Q9BT73	Q9Y244
Q96PK6	Q96PK6
P49770	Q14232
Q8WV44	Q9Y2P0
Q14197	Q9Y3D9
P11836	Q7Z6A9
O76039	Q05086
P21554	Q6IQ20
P02655	P10909
Q8TDD2	Q8TDD2
Q969X6	Q9Y3T9
P04004	P18827
Q69YG0	Q6IN84
P82930	Q9BYD2
P61769	P61769
Q5QJE6	Q5QJE6
P78536	P78536
Q8WWX9	Q99611
O75251	Q16740
Q9BZE1	Q9P0J6
P46781	Q9Y221
Q12834	Q9BS16
P26367	P61086
P61927	P63244
P19387	Q6NTE8
P08708	Q9Y3A4
O00541	Q9H6Y2
P82932	Q8WVM0
P09629	P09629
O43920	P00414
Q96SW2	Q9NV06
O95478	Q9BT17
P28223	Q96EV8
O75061	P09496
P00156	Q9HD34
Q01974	Q6P1W5
P05067	Q92599
P06307	Q5W111
P38606	Q16864
O00206	O60603
P31350	Q9ULW0
P52790	Q9Y315
O94888	Q92890
Q86X02	Q8NCR6
Q96HB5	Q96HB5
P49411	Q15041
O76024	P0C870
P08708	Q96GA3
P12956	P15927
P48047	Q08752
P02649	Q6Q788
P62081	Q96T21
P39019	P62191
Q14684	Q9Y3U8
Q9BWG6	Q9NSC5
Q8NHX9	Q8NHX9
P56192	Q5T160
O76024	Q9Y297
P29083	Q92994
P49450	Q8N2Z9
O15381	Q13148
P49356	Q8N4L8
P09564	P15812
P11182	Q8TAA5
Q9BRG1	Q9NZD8
Q13526	Q16204
Q2NL82	Q9BVI4
P62829	Q96D46
A4D126	Q9H9S5
Q14114	Q92993
P35222	Q15223
Q4LEZ3	Q7L2Z9
P13232	P32248
P46779	P62750
Q86WV5	Q9BSI4
Q9BYD1	Q9P0J6
Q9H6H4	Q9UEU0
P28329	Q53FD0
A8MQ03	Q96RF0
O43464	Q9Y575
Q9BZE4	Q9H089
Q9BQC6	Q9BZE1
P82912	Q9NX20
Q5J8M3	Q9BV81
Q2TAC2	Q5JST6
Q96BZ8	Q9Y6D9
O95394	Q9Y315
Q14247	Q8NHR9
H3BMG3	P22090
O75396	Q9NQQ7
O95139	P49821
O43313	O43313
O75400	P29074
P13501	P14222
Q9H7B2	Q9UNX4
Q14457	Q8WYN0
Q8N3R9	Q8TBB1
P35998	P39019
P08865	Q9NX58
P43378	Q92503
P23396	P61927
Q6NT76	Q96EZ8
Q9BYC9	Q9Y399
Q9BVK6	Q9Y3B3
Q8TAD8	Q9NXE8
P09132	P62241
Q9NWK9	Q9Y2X3
Q5VV42	Q5VV42
O60504	Q9NZQ3
P26678	Q13323
P28329	Q9UGM1
Q9UEE9	Q9Y230
O95433	P30793
P28799	Q16600
O15393	Q96IW7
O00233	P35998
P35754	Q99757
P49768	Q16543
P22695	Q99685
Q96JT2	Q9UHK6
Q8IZU1	Q96JP5
P54257	Q96NC0
Q13769	Q13838
Q8IZD4	Q9Y4Z0
Q6P161	Q9Y399
P85299	Q9BPZ7
O96008	Q3ZCQ8
Q14137	Q96FX7
Q8NEZ2	Q9NZ09
P08865	P82912
P53350	Q12815
Q12980	Q9BVC4
Q10567	Q9BXS5
O95391	Q96BP3
Q15185	Q16543
Q13216	Q8NHY2
P51878	Q9ULZ3
Q53HC9	Q96JG6
P42568	Q8N7H5
P22413	Q9HAN9
P01732	P16150
P55010	P55010
P10415	P28906
Q04206	Q99558
Q9BXY0	Q9UNQ2
P00403	P00403
O14828	Q99816
P13686	P14780
O95994	Q9NZH5
O14777	Q96IK1
P62875	Q9GZS3
P01034	Q9BRF8
P18847	Q16520
Q96JY6	Q96JY6
Q96EY7	Q9H9J2
O15169	P24385
Q969G3	Q96LB3
P08865	P30050
Q9NRG1	Q9NZD8
P41227	Q9Y2D8
P43897	Q9BYC8
P35268	Q8NA23
P49638	Q8N5K1
P46094	Q92583
Q6IQ49	Q9Y421
Q9NUH8	Q9Y6X1
P43489	Q495A1
Q6P1W5	Q96CN9
O00574	O00626
Q8N7X4	Q9UJ83
P13497	P50454
O75791	Q96GE6
Q9C002	Q9C002
P61221	Q9Y450
P40429	P82933
P62913	Q13823
Q53GS9	Q8WVK2
Q8N3F0	Q8N3F0
P31948	Q7L3B6
P82663	Q9BYC9
P25398	P35268
Q9BV20	Q9BV57
P02671	P13473
P38117	Q8N9I5
Q13702	Q96CV9
P08567	P08567
P46087	Q9NVP1
O94772	Q86Y78
Q96G21	Q9GZR2
Q7L4P6	Q7L4P6
Q8TDD1	Q9NW13
Q9BPU9	Q9Y266
O00567	Q16594
P46782	P62191
Q92805	Q9NUY8
Q96G21	Q9BVJ6
Q969V4	Q9UL16
P61086	Q16763
O15541	Q9NWS0
Q92993	Q96A08
P58418	Q8IXM6
O60682	Q99081
Q6ZSS7	Q9Y6D0
P46781	Q15269
Q9BUZ4	Q9UGI0
O43914	O76036
P16871	P32248
P60006	Q9UJX3
Q8TEA1	Q9H501
P02748	Q16611
P48061	Q9NRJ3
Q14159	Q19AV6
P62913	Q14241
Q9NW97	Q9NW97
Q13520	Q6PI78
P62277	Q9UQ80
Q13651	Q8IX05
Q6VY07	Q92870
P82664	Q9P015
P15880	Q9NRX1
P62847	Q96T21
Q96LJ7	Q99750
Q9BRJ2	Q9H3J6
Q6NZY7	Q9UKI2
O75152	Q13769
Q9H2G4	Q9UGY1
Q12788	Q15397
P39019	P82675
P08887	Q8IU54
O43172	Q9NX01
P17987	Q8WXX5
P04233	P28068
O00623	Q7L5A8
O43660	Q9BQ65
Q13216	Q96SW2
O75925	P50897
O14863	Q6PML9
Q14457	Q6PHR2
Q6ZMI0	Q9Y4J8
P23396	P48643
Q6ZSB9	Q9HD26
Q9H1C4	Q9Y282
O00165	O00165
Q8NEJ9	Q9NZM5
O00206	P10809
P00156	P03897
O14880	Q96IV6
P04554	Q9NNZ6
A2RU30	Q92905
O75554	Q6UX04
O75396	Q96AJ9
P26951	P32248
O43824	Q9BQC6
P62841	P62875
Q8N138	Q9H2K0
Q14137	Q8NHQ9
Q9BWG6	Q9NP66
P40227	Q99832
Q12962	Q9Y6J9
Q15427	Q9Y3B4
P06729	Q96DU3
P03886	P22695
Q9H8H0	Q9Y324
P62888	Q9H9Y2
P61221	Q13347
P01282	P50406
P06753	P10644
P46060	P55735
P55735	Q96D03
Q99708	Q9H9Q4
P32969	P60468
P04637	Q99856
P61160	Q8WUH1
Q8N653	Q9P2K6
P83731	Q6NTE8
Q969R8	Q9Y664
P78346	Q96HR8
P62851	P62857
P46781	Q9Y399
P62266	Q9NWU5
Q8WWG9	Q9UK17
P01591	P01880
P51398	P51398
P35244	Q9H9A7
O76024	P62244
Q13148	Q969K4
O14957	P00156
P46778	Q12906
O00626	Q99731
Q5FWF5	Q9Y6X3
P62851	Q9HA92
P12074	Q9UI09
O43639	Q8WV44
P46776	Q96A33
O60783	P82914
P28330	Q99541
A6NIV6	Q9NPC7
P41214	P62249
P25205	Q8WXE1
P61289	Q99460
Q13564	Q93034
Q5C9Z4	Q9Y3T9
P30086	Q8IXM3
P21964	Q8N6U8
P0DPB6	Q13601
P78316	Q13601
Q8N9N5	Q9HAN9
P38919	Q9GZY0
P51970	Q9Y584
P82933	Q9NZL4
P01275	P05231
A6NH52	O95214
Q00587	Q9H4E7
Q96PD4	Q9GZX6
Q92665	Q9P0M9
P61218	Q71SY5
P57764	Q8NC69
P56537	Q6DKI1
P13807	Q8IYA8
P13501	P17931
Q92624	Q9GZU1
P28066	Q6ICB0
P52272	Q01081
Q8TAE8	Q9NRD5
O14548	P00395
Q9HAT0	Q9HAT0
P52758	Q8N9N5
O00566	P55769
O43674	O95178
Q13310	Q9H074
Q9NRA0	Q9NUN7
Q4G0F5	Q8TAT6
Q6UVJ0	Q7Z412
O75439	Q9Y6M9
P22413	Q8N6T7
Q03518	Q13520
P45880	Q01813
P48551	P63244
O75469	P17010
P36578	P50579
P49754	Q9H269
P51398	Q9BYD2
O95402	P29084
O95544	P11413
P25705	P38646
Q16594	Q5VWG9
P00747	P21549
P62081	P62910
Q9UI95	Q9UJX2
P07910	Q7Z739
O14521	P36542
O75419	Q13257
Q9NVK5	Q9Y6E0
P23919	Q9NPB1
P01574	Q8N884
P42696	Q9NYH9
P55081	Q8TD10
P13984	Q15542
O76064	Q96CD2
P34913	P51649
P25398	Q9Y2P8
O95936	P49863
Q5VWJ9	Q5VWJ9
P14920	P59103
P03891	P10606
O43508	Q13114
Q71RG4	Q8WXH2
P20674	Q15526
O60783	P46781
Q7Z6M4	Q96EL3
P62891	Q6DKI1
Q6ULP2	Q6ULP2
O14495	Q9HA82
P19338	Q00577
P43405	Q16633
Q9NZZ3	Q9Y3E7
O14645	Q96LA8
P17861	Q02878
O75947	P51970
Q13206	Q8TEA1
P26599	P51513
Q53FD0	Q9UJV3
P10415	P27469
Q7Z7H8	Q9Y3D3
P41223	Q9H875
Q96LB3	Q9Y547
P60900	P63208
P40429	Q9UHB9
Q16842	Q96EU7
O15455	Q99836
Q12864	Q16625
O95563	P02654
P08865	P49674
P21589	Q86X67
P63241	P82932
P62899	Q8IY81
P36639	Q9UKK9
P61964	Q9NPA8
O95045	P07741
O43734	Q96F46
P20472	P61278
Q7Z7F7	Q9H3J6
P60866	Q99832
O15160	P62244
Q14331	Q9NW82
Q99457	Q9ULW6
P68871	Q13351
Q13601	Q99543
Q9NQ50	Q9Y399
Q96CS3	Q96EQ8
P05231	P26992
P23508	Q5T655
P40337	Q14241
P09234	Q6NVU6
Q8N6F8	Q9UI30
Q96M63	Q9HAE3
P63173	Q9HA92
Q9H0E2	Q9NPH3
P23396	Q9NV31
Q9Y3T9	Q9Y3T9
P61011	P62847
P30566	Q13057
O75600	P48728
Q92993	Q9C086
P25705	Q9BSJ5
P61254	Q9H173
O43609	Q9H2X0
Q14684	Q9BYG3
O60232	Q0VD86
Q8WV24	Q8WV24
O75143	Q14457
O75127	Q6P087
O76094	P08240
P49639	Q9Y6H3
Q659A1	Q96JC9
Q9GZR7	Q9H8H2
O43347	O43347
Q68CZ6	Q8NHV4
P80217	Q9GZL7
Q92838	Q9UNE0
Q5T2W1	Q8IZU9
Q8IYA6	Q9BXS6
Q6P1L8	Q9BYD2
P55081	Q96CW1
Q13416	Q99459
Q5HYA8	Q9P0N5
Q7RTN6	Q9UGJ0
P36578	P61619
Q9BZE9	Q9Y6A5
P04216	P16070
Q9P246	Q9P246
O95793	P38919
P42566	P46108
O43143	P14678
P46781	Q96E11
Q8IWL3	Q99798
A6NEM1	Q86VK4
Q96E29	Q99551
Q86UR1	Q9BRX9
A0A1B0GU29	P0DPE3
O75031	Q969T3
P61218	P63272
Q9UJX3	Q9UM13
O15212	Q99471
A2RUC4	Q8IUF8
P07686	Q05516
Q9H3C7	Q9UKZ1
A4D1E9	Q9NVS2
Q5VYY1	Q8N1L9
O15265	O75486
Q10588	Q9HAN9
P08240	P60468
P03891	Q9P016
Q9H553	Q9Y672
P06746	Q01831
O43684	Q9UJX5
O43508	Q15628
O15155	Q14746
P49760	Q14498
P78371	Q9Y3A3
P82673	Q9H9J2
P46782	P62847
Q9BV40	Q9Y2Y6
Q8NC60	Q9Y3D3
Q13573	Q8IVT2
Q04864	Q96LT7
Q8N357	Q8TDT2
Q9UNP9	Q9Y3B4
P49368	Q15185
O00458	P62280
Q9BYD1	Q9P0K9
P23763	Q8N6L0
P59991	Q9BXY8
O60573	P14373
P05388	P82933
P62829	Q8N3A8
Q86VZ5	Q9BX95
O00422	Q9H307
Q16678	Q9C009
P20273	Q86W74
O60783	Q92665
Q53GS7	Q8IZU1
Q9BRU9	Q9UNQ2
Q8N5F7	Q99459
O75486	Q01658
Q6PF18	Q9BQA5
P40429	Q96CT7
P50914	Q13347
P42766	Q7Z2W9
Q13895	Q9H8H0
P10275	P42679
P62847	P62910
Q08J23	Q9Y2X3
P26599	Q12906
Q96AT1	Q96AT1
O60762	Q9UKY4
P62316	Q9BRA0
O76021	Q9NV06
Q8IX05	Q9Y282
P31350	Q5EBM0
P46087	Q13823
P14373	Q9UJV3
Q8IXQ6	Q96DX8
P46781	Q02543
A0A1B0GUV7	Q9HBM0
P10176	P10176
Q12906	Q9BXP5
O43684	Q13257
P04818	Q05932
P13284	P28067
Q6IQ16	Q8WVZ9
P05113	P13232
P28066	P60866
Q16666	Q8N884
Q13257	Q16667
O95816	Q92598
O15213	Q9Y324
P54577	Q8NHQ1
Q9NWT8	Q9Y3D5
Q9UJX4	Q9UNH5
O60870	P62318
Q14154	Q9BVL2
P49146	P61278
P56192	Q13155
Q15904	Q8NEY4
P38484	Q5BJF2
O60508	Q9BZL1
O00472	Q92870
P42857	Q4KMG9
P42575	Q9HB75
O76024	P47897
O43681	P54727
A8MTA8	Q9NYB9
O15520	O43508
P05161	P62854
O94826	Q13505
O00471	Q17RC7
P32321	Q9NRD5
Q6IPU0	Q86T90
Q9UGP8	Q9Y4L1
P04843	P27797
O75925	Q7Z699
Q15459	Q9BW85
Q08426	Q8IYE1
O75031	Q8ND83
O75964	P24539
P24863	Q13503
P16410	Q9BQ51
P20963	Q15116
P37268	Q15126
P22090	P62495
Q3SY69	Q86XF0
P39748	P49642
P62081	Q9BYD6
Q8NHQ1	Q9BWG6
P35372	Q8N386
P03915	Q9Y375
P26373	Q96DV4
O75478	Q01658
P13473	Q96Q83
Q96RP9	Q9NQ50
Q86U42	Q86U42
Q9BZJ0	Q9Y3B4
P30050	P62891
P58418	Q6PL45
P04150	Q96RN5
Q7Z699	Q96MN9
P26368	Q92841
P52298	Q96NC0
P62269	P62851
P62277	Q8IWA0
Q96FW1	Q9Y4E8
P01730	P48061
P49721	P54578
P32969	Q13405
P58743	Q9Y385
P35611	Q8TD86
Q53GT1	Q8WZ19
O75934	Q8WYA6
P25205	P33993
Q8N9T8	Q9BYG3
P49720	Q9BT73
Q8IUN9	Q8N8J7
Q9H0A8	Q9NX08
Q9H741	Q9H741
Q969S6	Q9NUH8
P14138	P20800
O43143	Q9BVI4
P04183	P33992
Q13427	Q9BZI7
Q15672	Q99081
Q7Z2W9	Q9Y3D9
Q13228	Q6YP21
O14641	Q9NYF0
P19387	Q9NX70
O75807	Q96SB3
P08621	P26368
P08708	Q9NX24
Q8N6P7	Q9UHD0
P08686	P49842
O14964	Q8IX04
O95182	P03897
P15144	Q16878
Q96BW1	Q96EY9
P00750	Q03405
Q9GZZ1	Q9NX55
Q02543	Q6RFH5
P55769	Q9BUL9
P24278	Q8N4Y2
P56378	Q9BSJ5
O15375	Q9UJY1
P62316	Q5VWI1
O00541	Q8WTT2
Q8IXH7	Q92541
P21579	Q8N6G5
Q14653	Q92985
P52815	Q9NWU5
P51946	P54727
Q14973	Q96EC8
P61927	Q02878
Q86Y39	Q96CU9
P23396	P50991
P68400	Q9HC52
P47900	Q9UKD2
O15173	Q8TDV0
P39019	P60059
Q99816	Q99816
P61619	Q9UNL2
P12980	Q9C0K0
P01019	Q9NSD7
O15212	P61758
Q5VZ18	Q5VZ18
O00303	P25398
Q6UN15	Q86U42
Q8IYW5	Q9UBQ0
O43818	Q969H6
O43741	Q6PI77
O43482	Q96EV8
O43464	P10415
P11177	P13804
P62280	P80217
Q13164	Q16204
P07197	Q9H2C0
P15374	Q96FW1
O75489	P09669
P25786	Q9UNM6
Q13033	Q5VSL9
Q7RTV0	Q8IYB3
Q2TAY7	Q9Y388
Q5VIR6	Q9P1Q0
P26718	Q8NHL6
A0PJW8	P39019
O43678	Q5TEU4
P26367	Q86UE8
O43676	P30043
P06681	Q14973
Q9NQZ2	Q9NV06
O75157	Q9Y3Q8
P38117	Q9UKU7
P29966	P80723
Q5QJE6	Q9Y3T9
Q8TE85	Q8TE85
P01579	P06729
P54252	Q9UPM6
Q96BA8	Q96HH6
O60930	P50402
P83731	Q9UHA3
O60832	Q9BSI4
O43143	Q9UMS4
P51572	P60468
Q7LBR1	Q86XT2
P05019	Q12988
Q8TBE0	Q99750
P22352	P48506
Q86XT2	Q8WUX9
Q8TAV5	Q9Y4H4
P51168	Q8IWT1
Q7Z3B4	Q99567
P11413	P60174
O00257	P13473
P60033	Q8WY91
P62304	Q9UK45
O75449	Q9BVA0
Q13503	Q96RN5
P08887	Q5VWK5
P82663	Q9BYD1
Q8IYS1	Q9UM22
P62277	Q9H2W6
P26196	Q8N1B4
P14373	Q99633
Q9NR31	Q9NVC3
Q10588	Q8N6T7
Q5T619	Q7Z4V0
Q7Z7F7	Q96DV4
P15880	P48047
P48436	Q8TDD2
P52657	Q6SJ96
P09601	Q53TN4
P13232	P35225
P11912	P28908
O15467	Q9H2A7
Q15050	Q9Y3A4
P17987	P38919
Q9BYD1	Q9P0M2
P26368	Q15287
P25789	P54578
P47900	Q9Y3T9
Q9BXM7	Q9Y6H5
P43489	P43489
Q99836	Q9H1C4
Q16204	Q16533
P05388	Q9UHB9
Q09028	Q9UK53
Q15024	Q9NV06
O95476	Q92539
Q9BT09	Q9Y6Y9
P82933	Q9BYC9
Q16891	Q9NRI5
P55769	Q969H6
O95456	P15880
Q8NI36	Q9Y2R4
O75317	Q96AP4
P17861	Q9Y4L1
Q15050	Q96GA3
Q6PF15	Q6PF15
P78395	P78395
P29083	Q9H944
P62847	Q9BYD6
P55769	P62244
P01730	P10721
P0CG48	Q9H0E2
P62314	Q13435
Q03989	Q13526
O60313	P99999
Q2TAC2	Q8TDC0
O75394	P82664
Q96QG7	Q9Y6X4
O00488	P42766
Q969Q0	Q96A33
Q8N5Y2	Q96EZ8
Q6PEW1	Q9BTV4
P62875	Q71SY5
Q6NVY1	Q9NVS2
P05067	P19544
O60603	Q676U5
P80188	Q16270
P09132	P18621
O15269	Q9UNE7
O43463	P50454
P00390	Q9NS18
P50570	Q9UI95
Q9Y2R9	Q9Y3B7
P0CI25	P0CI25
O95872	Q10567
P13639	P60174
Q9NPD8	Q9NW38
P46778	Q8NA23
Q8WU90	Q9Y295
P10643	Q5EBL8
P26842	Q9Y6W8
P31040	Q8NFF5
Q8TCC3	Q9UI43
Q1ED39	Q8N0W5
Q5MJ10	Q9NVV9
P60059	Q9BVK8
O00124	O15173
O75419	Q9BTE3
Q96EH3	Q9P0M9
P83731	Q9BVK8
P51398	Q9H2K0
P07766	P15391
P10145	P13500
O14521	P04424
Q14781	Q9UQR0
O76071	Q6FI81
Q93034	Q93034
Q8N387	Q9H3R2
P49207	Q9NX24
Q96LY2	Q9BWG6
O15504	Q96A72
Q07617	Q96MX6
Q15653	Q96KE9
P10645	Q6ZQX7
O75920	P09871
P22083	Q9NNX6
O14965	Q5FBB7
O60760	Q9H4Y5
P09603	Q9Y240
O15235	Q7Z2W9
P46782	P60059
O75494	P62258
P25791	Q9BVN2
O43676	P14927
O76003	Q9NWS6
P61619	P82675
P52434	Q6ZYL4
P23763	Q86VR2
Q6ICL7	Q7Z5P4
Q99618	Q9BSJ6
P10809	P99999
P06127	P29965
Q9NVP1	Q9ULW3
Q6NVU6	Q9UHD9
O75386	Q6NXT1
P01189	Q96RP3
Q8WWY3	Q96NC0
P23396	Q6W5P4
O75558	O95721
O43290	Q15428
O94941	Q5VVQ6
Q9BZ67	Q9BZ67
Q92889	Q96BD5
Q92982	Q9H400
P49736	Q9Y5N6
Q13206	Q8NEJ9
P61353	Q8NA23
Q2TAC2	Q96FQ7
P13501	P61073
P40429	Q6NTE8
O75534	O75534
O00231	O75832
P49756	Q5VTL8
Q86WS3	Q86WS3
Q7Z353	Q8TBB1
P48201	Q9UI12
L0R8F8	Q9P015
O15393	P11686
P50991	Q9NQP4
P16070	Q15796
Q14973	Q8WY98
P01730	P11912
P13501	P16070
Q6PF05	Q6PF05
P05198	Q9NPE3
P36406	Q05516
Q8N4U5	Q9P0U4
P00747	P02679
Q8IXM3	Q9P015
Q15029	Q9Y3B7
Q9NYB9	Q9UL45
Q709F0	Q9H089
Q86Y33	Q99750
Q03403	Q96PJ5
Q8IXH7	Q8N7H5
P55212	Q9NU02
P14598	P19320
P22413	P43490
Q7Z2K6	Q8WWF3
Q13610	Q9BVP2
P43026	Q96B86
Q7RTT9	Q9HAS3
Q8TAE8	Q9P0M9
O96000	Q9Y584
Q8IY31	Q8WYA0
P11177	Q9Y234
P82933	Q9BYD3
P51797	Q86XD5
P62244	P82914
Q9Y221	Q9Y6V7
Q9BU64	Q9UHG0
P24534	P56192
O75496	Q9H211
P82912	Q13895
P62847	Q9Y262
O95503	O95503
Q6PCT2	Q9NS64
Q13286	Q96MP8
P51553	Q8TD30
O95456	P82932
Q7RTV0	Q7RTV0
P56962	Q9BXW4
P00846	P48047
Q96GQ7	Q9NQZ2
P26367	Q86VK4
Q6W5P4	Q9BYD6
P0C1Z6	P20618
Q15269	Q8IY81
P62273	Q9HBH1
Q9NV70	Q9UPT5
P98175	Q13123
A8MTQ0	Q13111
P13473	Q14457
P63279	Q9HCK0
Q32MZ4	Q9UJV9
P59991	Q16348
P08686	P51857
P05113	P25942
Q92925	Q9NPI1
Q16864	Q99437
B2RUZ4	Q8NC24
P28331	Q2TAK8
O95816	Q8N163
P05198	P49207
P52298	Q9H814
P53350	Q8TCG1
O75386	Q3SXY8
P63173	Q9H7B2
Q12834	Q9HBM1
P23396	P62906
O43741	Q6S9Z5
Q5BN46	Q8N7U6
O15212	P40227
O75716	Q99081
P26951	P35225
Q9UJX2	Q9UKT4
P62875	P63272
P20273	Q8TD46
Q86U28	Q9BUE6
Q5VV42	Q9NQB0
P55058	Q9NP55
O95139	Q96KJ9
O95503	Q8IXK0
P51787	Q96PU5
Q68CQ4	Q9ULW3
Q14653	Q9Y6K9
Q7Z2W9	Q9HB96
P49419	Q92667
P08700	P40189
Q8TCS8	Q9BRP7
P02649	P21757
Q6MZQ0	Q8TB45
O75460	P38936
O75400	Q13838
P19838	Q8NFZ5
P62753	Q6W5P4
P26651	Q92945
O43493	P20645
Q9H2L4	Q9NP94
O00566	Q92979
O15516	Q9C0J9
Q92979	Q9NV06
O15160	P35452
Q8N6Y0	Q9H2G9
O95237	Q86VQ0
Q9NQY0	Q9UBW5
O75360	P15289
A6NJ78	Q9NWT8
Q5W5X9	Q9BYM8
P62280	P62424
P80217	Q9BYD1
Q96MW1	Q9BSI4
P36542	P60866
O60260	Q8WXK3
H3BMG3	P62917
O60783	P23396
O15173	O95159
Q08050	Q13416
P46779	Q9UQ80
Q9BQ95	Q9Y6M9
P40429	Q99848
P25025	P32248
Q13485	Q15583
O76094	P35268
Q53FP2	Q9BXJ8
P01374	P26718
P09661	Q9UHX1
O00487	Q9UL46
O43508	P05067
P28702	Q6IQ16
P13473	Q96JL9
P05231	P42226
Q13137	Q13501
Q53GT1	Q9P2K6
Q6PI98	Q9C086
Q14129	Q14129
