P81760	Q9SR70
Q96242	Q9AR07
P51412	Q9XJ27
P56804	Q84R11
Q8LCQ3	Q8W5S1
Q946J8	Q9LHF5
F4KGY6	Q9LKL2
F4K6X0	Q8RXS1
O04603	Q9M8X2
Q852U6	Q93YV5
Q8GXJ1	Q9AR19
O04609	P62090
Q8L7A9	Q9LDK9
Q42545	Q6F6B5
P16180	Q8VZ55
P0DI11	Q9FH95
P56779	Q01667
Q9LTJ6	Q9ZU34
Q940A7	Q94KD0
A7XDQ9	Q9LY91
F4JF21	P56762
Q9C9Y6	Q9C9Y6
P56794	Q93VC7
F4JGP6	Q8LEA0
Q7XJU1	Q9FJS2
F4IXE4	P56763
Q680K2	Q9XE58
Q0V7X4	Q9M1K0
Q8RWV0	Q9ZNR6
Q9FL44	Q9FMY3
Q8GWG0	Q93V66
Q42545	Q9XII1
Q949T8	Q949T8
Q8GWE0	Q8GZQ3
O81770	Q9ZVX4
F4KH86	Q93YU6
F4JKB6	Q9FME4
Q7XA74	Q9FF98
F4J4N3	O80630
B9DFU2	Q7XJM2
Q08298	Q24JK1
A0A178VEK7	O65499
P26288	P56796
Q9FGS5	Q9LQL2
Q39204	Q9SZ06
A2RVP7	Q9XGY4
Q9C7R6	Q9FPW6
Q9C920	Q9M1T1
Q9ASR4	Q9SZV3
Q9FNY0	Q9FNY0
F4I241	Q8LGU6
Q8W2F1	Q9ZTC3
P56779	Q8VZ87
Q8L9S1	Q9T0D7
O81865	Q67ZI9
P82716	P82718
P56763	Q8LCQ3
Q9M041	Q9SZ30
O23708	O23717
F4KCL7	Q9SVC4
O23160	O80397
P16180	P93014
P35631	P35631
Q9FY50	Q9SJ41
Q5M755	Q9M2P7
Q9LVY0	Q9XJ27
Q9LIH5	Q9ZPV5
F4KFT7	Q8VXZ0
P42799	Q1H537
Q96323	Q9S818
F4I312	Q9LDK9
P42738	Q9SJ05
A9LNK9	Q9C710
P56754	P56782
Q8L925	Q9LEZ3
Q941A6	Q9T070
P56770	P56782
Q944B0	Q9SSA5
F4K2R6	Q8S8P5
P56765	P56806
A0AQW4	Q8VY26
Q9C5I1	Q9LZI2
Q6NQJ6	Q9ZVT7
Q6A331	Q700D0
O22795	O80842
P82782	Q1G391
Q0WVL7	Q8VYU6
Q94KK6	Q9S7P9
P56798	Q9LFV0
Q9FNZ1	Q9M0V4
Q8RWW0	Q8VYD3
Q9LYU8	Q9S7B5
Q01667	Q9S7N7
O22882	Q6DUW8
F4HXU3	Q9FXG8
Q9LNC0	Q9M2Y7
A0A178VEK7	Q9FK96
F4K687	Q9LY91
Q9C524	Q9T071
O23346	O82782
Q94AQ8	Q9S9N6
Q0WPQ2	Q9LJ68
Q9CAC5	Q9FL87
Q8S4F6	Q9FNA9
O04652	Q9SUS1
Q9LVM2	Q9SGH4
Q8GYE0	Q94CL7
P26568	Q9LMG7
O82782	Q84JE8
Q6NL02	Q9M3C6
P56804	Q9LSP6
Q9LVW6	Q9SZV0
O50061	Q38833
Q8LE94	Q94B59
Q8GWQ6	Q8LDR3
O24646	Q9LRM4
Q0WW17	Q8RXQ1
F4K6F1	Q9ZVI7
O24646	Q9STG3
P56760	Q01909
P49333	Q0WPQ2
O49603	Q9LRN8
Q9LUA3	Q9LUA3
O04603	Q9FFR6
O48528	Q9SMN1
O80842	P37107
O64647	Q9ZVC9
F4KI56	Q9M9K1
O80796	Q9FYL3
P49243	Q9C5W0
O82190	Q8RVQ9
Q8LG50	Q9FMN2
P56754	Q9LYR2
O82266	Q9LYK6
Q9FX32	Q9SKU2
Q9LD95	Q9LK61
F4IP69	P93281
Q8L6Z4	Q9FZ81
Q8GYW0	Q9LN05
Q9LU77	Q9M643
O23166	Q0WRJ7
Q94AY1	Q9T074
A8MQA5	O82377
Q9FG89	Q9S9N6
Q2V2S7	Q9LVM2
F4HYF3	Q9SJM7
P93014	Q9SKX4
O49660	O49696
Q9C9K3	Q9MB58
Q7XA78	Q93VK5
Q8L6Z4	Q9M9H4
Q9C517	Q9LST3
O80588	Q94BP7
Q96323	Q9ZUU0
Q07473	Q9S714
Q84Y18	Q9FY75
Q84VG7	Q9C6S2
P51102	Q42600
P26288	P56770
Q93V43	Q9C518
Q9SCK3	Q9SRS3
F4IMH3	Q9LIH5
P56778	Q8LDL0
Q9SH30	Q9ZT63
Q9LF97	Q9SRK5
O23262	Q9LUS7
Q84TI6	Q84VW5
P56756	Q9LW15
P93014	Q9FJP3
Q9SUU5	Q9T070
O82499	Q9M385
Q84P24	Q9C942
O82081	Q9SIA8
P56762	P56770
P28297	Q9LE33
A8MQR0	Q5XVI1
O64647	Q9LVS0
Q9FHS6	Q9ZW88
O81242	Q9C5V6
Q5XF07	Q9M2Z3
O04652	P92959
Q42191	Q8GXX0
P56791	Q33884
P92994	Q9SJ25
Q500V9	Q9ZQH2
Q8LFJ8	Q8W489
P42732	Q84J62
Q9FQ09	Q9M041
P92959	Q9LY66
Q0WPK4	Q9XE58
Q9SJ56	Q9ZU65
A9LLI8	Q9M209
Q9FFR6	Q9M8X2
Q9M5P3	Q9SGS4
Q8RX22	Q9XI87
Q9C642	Q9LDX1
Q95695	Q9SCY3
Q94F88	Q9C642
Q8L638	Q93Y37
Q93ZV7	Q9LYJ9
Q84TH4	Q84TH4
Q9LK61	Q9T0D7
P56756	P56807
Q0WT40	Q9LTD8
B6SFA4	F4JXF1
Q8L8A8	Q8L8A8
Q6DBA5	Q8LF41
Q9CAR3	Q9SCY5
Q9SFG6	Q9SI57
Q9FMY1	Q9S9Z2
O64868	Q9M8L3
O04573	Q9LE44
P92559	Q9M302
O23095	P25873
F4JNY0	Q5XF07
P93286	Q9XI46
Q8RY11	Q9LPL6
P62090	Q07473
P43291	P43291
Q8RVQ9	Q9AR19
Q39249	Q39249
P56761	Q95695
Q9FGH9	Q9S7P9
F4IRW0	Q9M1Y0
Q39233	Q946Y7
O49499	Q9LQ12
P56755	P56758
Q94KK7	Q9M8L9
O49279	O80573
Q944H2	Q9LQK7
P46313	Q9FNA9
Q8LPN3	Q9ASR4
P49107	Q9SUI4
P56808	P62090
O80612	Q9SPM5
P39697	Q37165
C0SVS4	Q9STJ7
Q8L9T7	Q9FXD6
Q58CM8	Q9M9X4
Q8W234	Q9LDT3
P56778	P56780
P25864	Q93VC7
P39697	Q9FZ81
Q84JE8	Q9FQ08
C0LGH8	Q9SX38
Q9LDE3	Q9LI89
Q9C5J6	Q9LEZ1
B0F9L4	Q8GXP1
Q9FIG9	Q9FMD5
Q84VX4	Q9M280
Q8GY55	Q9FMV5
Q8L4R0	Q9C8T1
Q8L4Y5	Q949W6
P56804	Q38885
Q42600	Q9LU36
O23708	Q8VYB5
P41088	Q9FT81
Q8W4I6	Q9SZE1
O82392	Q9SRE0
P56766	P83755
O64903	Q84R11
Q94A84	Q9LU36
Q0WMY5	Q37165
Q9T0A4	Q9ZVE7
P42804	Q9SR43
F4HPA7	Q93Z00
P56761	Q9ZR03
F4IVI0	Q9LTY1
Q84LR6	Q8H1R2
P26288	Q9S7H1
Q8VY91	Q9LFV0
P39697	P56754
Q9SYX1	Q9SYX1
Q2V4E2	Q9LV97
F4JUU5	O22208
Q6X7K0	Q9XFB1
F4KAS1	Q9LU36
Q9C7T7	Q9C7T7
P56763	Q680U9
Q06915	Q9LQ12
Q93ZA0	Q9FYC2
Q94EJ2	Q9M4T3
A8MQN2	Q9SNB4
P93303	Q04613
Q93Z70	Q9LFG2
Q9C911	Q9LY66
Q570R7	Q570R7
P58223	Q9LV66
Q9FGY4	Q9T0J4
Q9C8T1	Q9T6H8
Q9LFL6	Q9LV60
P25873	Q8VWK4
P39697	P61841
Q9FF53	Q9FK43
P46313	Q43307
F4JCX9	Q6LA42
P93311	Q9LK61
Q9LYK6	Q9SZQ5
Q940X9	Q9LZ82
Q9FNA9	Q9ZV56
Q8L6Z4	Q9FWS4
P56774	Q9ZU25
O82291	Q9LW57
Q8H1E7	Q8L3P4
Q39204	Q9S745
O23593	P42732
Q00958	Q00958
F4KFC7	Q84TI6
Q93Z00	Q9ZQ85
F4JYE9	Q8LPN3
O49603	Q9SJ41
P56795	Q9CAF9
P23321	Q39102
Q9LU86	Q9LU86
A0A0A7EPL0	Q8VY78
O80634	Q94AQ8
F4IMH3	P56805
Q05728	Q67YC9
P56759	P61843
Q8LBB5	Q8S8S3
Q93WC9	Q94GB1
O82660	Q8W4D6
O23614	Q8VY88
Q39253	Q84Y95
Q1H537	Q8GS60
P56754	Q8W4D6
P46313	Q949X0
Q8VY26	Q9FHH2
P56766	P56780
F4JKB6	Q9SQU6
F4JUQ2	Q9SW33
Q9SZ15	Q9SZ15
P56763	P56808
O23160	Q8L8T7
F4JL89	O81900
Q940V4	Q94BQ3
O04488	Q9FII1
O80492	Q5PNS9
Q9LVC9	Q9T0D7
Q9LIQ4	Q9SRE0
Q9M0N8	Q9SGD1
Q52QU2	Q8VZ80
Q7Y0S0	Q9SI61
Q84UU4	Q8S2T1
Q9C664	Q9SIY3
O22806	Q9LTY1
Q9ZU90	Q9ZU90
F4JFJ3	Q9FFT9
P25873	Q9FWS4
P42799	Q9ZUR7
P56756	Q9S829
Q9C9W0	Q9LZ98
F4JTJ2	Q9AR19
Q9FFR6	Q9LVC9
O04547	Q9LUA1
P56792	Q9FLN4
P56796	Q37165
O82660	Q9LR64
P56799	Q9FV53
F4IFF3	O82387
B3H672	Q9SUU5
F4JPR7	Q9LK22
P56778	P93311
Q94AD8	Q9ZW88
O82567	Q9C5E5
P16972	Q8W0Y8
P56797	Q9LK61
A0A1P8ANJ1	Q8LA14
Q94F57	Q9C7J6
P49243	Q8GWG0
P56790	P61843
P56765	P93311
Q8H0W1	Q9STE8
Q84MD6	Q9SHE8
Q940X9	Q9ZW06
Q8RWE5	Q9ZT92
P56772	P56779
F4I532	Q9M1X0
Q949W6	Q9FG37
P92949	Q9C7X5
F4K6X0	Q9LU21
P56794	Q9MAP3
P49078	Q39161
Q5M731	Q9LIQ4
Q39056	Q8RYE9
Q9S829	Q9SUI5
Q8H129	Q9ZVJ5
O04196	Q9MAC8
O80567	Q0WPF2
Q84MD6	Q8H106
Q6SZ87	Q8RWW0
P49077	P52420
Q6J9Q2	Q9SLB7
Q8LB47	Q8VYR5
Q8L6Z4	Q9XJ27
Q84W65	Q8H7F6
O04046	Q9XFS9
P56791	Q9SX68
Q9FMD5	Q9STE8
Q8W104	Q9SCR2
Q8L983	Q9LKL2
O03042	Q42536
Q9LD55	Q9LK61
Q9LNC0	Q9ZUT4
Q9LVZ7	Q9SRQ7
Q8L4J2	Q9M9K1
O64868	Q9FNP0
Q4PSK1	Q9LTJ1
P36211	P56792
O23095	P93295
Q8LE98	Q9MA92
Q4FE47	Q94B55
O22203	Q84P23
Q9FZ81	Q9LK61
Q96250	Q9S7N7
Q9LPD2	Q9ZQ19
P56796	P61841
Q9M8R7	Q9S9K4
O22527	Q9SW18
Q9MAN1	Q9SI56
Q946J8	Q9FNY0
P42804	Q93ZA0
F4IFF3	O22160
Q501B2	Q9ZUA2
F4J264	Q9FLN4
Q39161	Q9SGU9
F4IMH3	Q9M8X2
Q8LFS6	Q9LZ82
Q8VZF3	Q9M9Z2
Q84JU6	Q9LTC4
Q9SX27	Q9SX27
A6QRA1	Q8W5S1
Q8L9T7	Q9M9B9
P56770	P56783
Q8LBB2	Q9SCY5
O65282	Q9SN73
P37271	Q8VYD8
Q8LCH5	Q9FMP0
B7U179	Q9SJW9
P25873	Q9XJ27
O23262	Q8LA14
F4JQZ3	O48716
Q8H1Q8	Q9FH32
O49519	Q3E9I4
Q84R11	Q9FWS4
P56799	Q9M385
Q9LU21	Q9SHE8
Q9M7X9	Q9SGS4
Q9LST3	Q9LST3
O65567	Q9FKE6
Q945M9	Q9FGP8
Q9FGC7	Q9SW18
Q2V4E2	Q3E9I4
O81822	Q8GWL1
Q43307	Q9M2U2
O49499	Q9SD85
Q9FMU2	Q9SS97
Q7XA66	Q9LFE0
O82567	Q9LD43
Q3YL57	Q84TI7
P56804	Q9SYH1
Q8GV43	Q8LBA6
F4KIN4	O03042
O23095	Q8L9S1
Q42529	Q94A02
Q94AQ9	Q9SB50
Q9FNQ0	Q9M1H8
P56763	Q8VY16
A9LLI8	Q9M8Z5
P56754	P56804
F4JCB2	Q9LUH2
O80397	Q9SUS1
A0MES8	Q39219
Q680U9	Q8W489
B3H4K7	P30188
P93311	Q9MAP3
Q9LFE0	Q9SR08
P36211	P56795
Q9SZQ5	Q9ZU34
O82660	Q39194
Q9SGH4	Q9SHE8
O04034	O22252
Q84MA1	Q9SY07
Q66WT5	Q8GS60
O24600	P56765
O64425	Q9LW77
Q8L3W1	Q9SUM4
P49107	Q9S7N7
Q8VYN6	Q9T071
P92544	Q9ZR03
P56759	Q8GWE0
Q84JK2	Q9SX27
O23346	Q9SZ30
Q84Y95	Q8LFQ6
Q8S4Q6	Q9LIE5
Q4PSK1	Q9XI36
O82462	Q9M8X2
Q84UC7	Q9SR52
Q9LJU1	Q9SS87
Q8LF89	Q9FYK5
F4I0K2	Q9S7Q2
Q6ID70	Q9LDC0
Q8L850	Q9C5G5
P13114	P92994
P26289	Q2V2S7
Q9M8X2	Q9SB47
P92959	Q6NLP2
Q9FNC9	Q9S837
F4JZG9	P43294
O23160	Q9SCY2
Q9FFT9	Q9SY07
B6SFA4	F4KFV7
Q9S829	Q9ZVE7
P56788	P56808
O65282	Q9XJ35
O64903	Q38885
Q43125	Q9C9W9
Q8GYF4	Q94CL7
Q39057	Q9SLH3
Q9C9A9	Q9LRM4
O82238	Q9SQT4
Q8GY61	Q9FN69
O22969	Q93ZV7
P56773	Q0WWE3
P56761	P56796
Q8H1E7	Q9ZVT7
Q67Z93	Q8RVQ9
Q0WNE5	Q9LMU2
A8MPR5	F4J3R7
Q9SFD8	Q9SFD8
Q8LSZ4	Q8LSZ4
Q6DUW7	Q84K79
Q8LCH5	Q9SB42
F4J078	O04197
Q94CK6	X5JB51
Q8RXU6	Q9M209
Q9LPJ2	Q9T070
B0M1H3	O64738
P61843	Q9SHE8
F4I037	Q9FJT8
F4JXF1	Q9ZW76
O22264	Q9FGD2
P56796	Q9FWS4
Q93Z04	Q9ZU93
Q00958	Q9LZM8
P0CC33	P56752
Q9M391	Q9XIP2
Q8LBS4	Q9CAQ2
Q84R11	Q9XJ27
O80340	Q9FIW5
P56797	Q9MAP3
P92959	Q9ASV6
Q9M4A1	Q9SZQ5
F4JZG9	Q9ZQH2
Q9FMX6	Q9SMS0
O80536	Q8L500
O64989	Q8S307
O49203	P56805
Q9LJ68	Q9T0J4
P56758	P56792
P37271	Q38854
O80345	Q9SJW9
P56792	Q9SYL9
O24606	Q9ZNS4
Q9FE46	Q9LVW3
Q9C5W0	Q9LVZ7
Q94AV5	Q9SHU7
Q9LXG5	Q9SKX1
Q8VY16	Q8W5S1
Q9LVY0	Q9ZVT8
Q8H0U5	Q9M9B4
C0SVS4	F4I241
Q8L8U9	Q9LEX1
P92983	Q9M8M7
Q8LGU6	Q9FKW0
O04319	Q9SAD7
Q3E9I4	Q9FLX4
P56758	Q8L844
Q9SB36	Q9XIL5
Q9LR74	Q9M8X2
Q8RXU4	Q9ZSS6
O04921	Q9SJE1
O04616	Q8VY88
Q3EB08	Q9FL82
Q9LV97	Q9SYX7
Q9FFT4	Q9FX32
Q9FZ81	Q9MAP3
Q9LMP7	Q9LRP1
P56759	Q9LRN8
P56802	Q9FLN4
F4JF14	Q9SU24
Q9SG92	Q9SG92
Q9C6J3	Q9FII1
Q8L746	Q9C5T4
P56805	P56807
P94111	Q38854
Q8RXP6	Q9LTA6
O04197	O64687
Q9C5S0	Q9SQT9
O82368	Q58G53
Q9S818	Q9S9N9
Q1G391	Q8S8M2
P93280	Q33884
Q8H1F6	Q9LRZ3
Q9SAH5	Q9SRQ7
Q29PZ2	Q9SI52
Q9LV91	Q9SIK1
Q6DST1	Q9LE73
P81760	Q9XGY4
Q9LES2	Q9LES2
Q8LDL0	Q9LU10
Q9FNZ1	Q9STJ6
Q1G3K7	Q8W115
Q8VZ55	Q9SX68
Q8H1G3	Q9SI03
P93311	Q9M0E2
Q66GR8	Q9SX73
Q940Q4	Q9FJX5
P0C8Q4	Q9M8Z7
P83755	Q42029
Q2V3L3	Q8VZL6
P51102	Q9S818
P56755	Q8LCQ4
P56799	Q9FUZ2
P42551	Q9FLN4
Q0WVW7	Q9ZS96
F4JJH4	Q8VZ22
B3H5J1	Q9LUB7
O82499	P56806
Q39195	Q8LCA1
P56790	Q07473
Q941C5	Q9FZE4
P56796	Q9XJ27
P56807	P61845
Q6DBA5	Q9ZVH8
O49347	Q8W0Y8
O81417	Q9SSB7
Q94A02	Q9C969
Q9CAC5	Q9SUI5
P49599	Q43349
B3H5R8	O22227
O50061	Q9LRN8
O82567	Q84V22
P46313	Q9ZWT2
P93278	P93312
Q84RQ7	Q9FGS4
F4KFT7	Q4V399
O82132	P42762
P56761	Q9SUI5
O04046	Q8H1F7
Q944B6	Q9LW20
Q8L500	Q9FL48
P82770	Q8L9H6
P56774	P56806
Q38847	Q9LVU8
Q6NLC8	Q9C9Q4
P56752	P56779
F4IDJ0	Q8VZI9
P09468	P56792
Q9FM20	Q9ZVL6
O04609	P56755
F4J3H7	P0C2G3
Q9LZH8	Q9ZV24
Q93Z01	Q9FLT2
O82462	Q9LVC9
Q9FI03	Q9FIX0
Q6S5G3	Q9FMD5
Q9FVV7	Q9ZUZ6
Q9STK5	Q9ZUZ6
O24606	Q9LSE2
P56756	P83755
Q1G3V9	Q2V3I3
Q9M0N8	Q9M350
P56805	Q9FKP0
Q0WSY2	Q6NMC6
O04904	Q94AP0
P56794	Q0WTB4
P56760	P56806
Q9FGQ6	Q9LR69
Q8RWE8	Q9SU56
Q9LIR8	Q9M8S0
Q6NLP2	Q9SZD6
Q9M1Q1	Q9SY20
Q8L607	Q9FGJ4
O64700	Q7Y0S0
Q940T5	Q9LTW4
Q9FMQ1	Q9LQI6
Q9SA94	Q9SZ59
P93276	P93318
P0C896	Q9LVA9
Q8LDL0	Q9ZVZ9
Q8VZQ3	Q9SHI4
Q8RWS8	Q9LVW6
O82782	Q6NPM8
B9DFU2	Q9LYW3
P56797	Q9M0E2
Q84W80	Q9XI00
P56760	Q9SA60
D2WL32	Q9FX32
Q96262	Q9LFE4
P26289	P92544
Q9C9C0	Q9SXJ6
F4HYR4	Q9LMM6
P56805	Q9LD55
Q8GYJ3	Q8GYJ3
P51102	Q9ZUU0
Q8H129	Q944P7
F4KDF5	Q0WWX5
P56808	Q9LFV0
B0F9L4	Q84WV4
O49347	Q9SGH4
Q9FNX8	Q9FUP0
F4KF14	O80885
Q01909	Q9SA60
P42732	P56807
Q9FKF9	Q9FMC2
Q9LG15	Q9LG15
P16180	Q9M8X2
O80470	Q94CD1
P0CC33	Q9SGH4
Q9M2P8	Q9SZG3
Q8VY26	Q9SAC0
P26288	P56777
A9LLI8	Q84VX3
B9DHD7	Q9SVZ9
Q3ECY6	Q949T8
Q9FYR7	Q9LM13
O64903	Q9SYH1
Q944A7	Q9SU05
O04603	Q8VZU4
Q8W496	Q9SZR0
F4KAS1	Q9FT81
P41088	Q9SD85
P56756	Q9STF2
O80800	Q9ZR03
P0DI07	Q944B6
Q2V4N6	Q9FZ70
P46014	Q9SL15
Q8L7R2	Q9LFG2
Q9FZ81	Q9M0E2
P56756	P56780
Q39221	Q8GY61
P56779	P56802
F4HXL0	Q71DJ5
Q9FMW4	Q9SRQ2
O65502	P83755
Q8GWE6	Q940A7
Q9FKD0	Q9SX93
Q8GYY5	Q8RWG1
F4JYG0	Q8VY78
P56761	Q9S7H1
P56774	Q9LST3
Q9ZSZ8	Q9ZT92
Q84JU6	Q9M9Y4
Q8W4P1	Q9FKE6
P42732	P56805
Q9CAC5	Q9ZVE7
Q9C9C9	Q9FMT1
Q94AQ8	Q9CAC5
P26289	Q9LVM2
F4IDJ0	P92959
Q9C5P7	Q9LFG2
O48772	Q9FYG4
Q38893	Q9SZ30
Q93ZA0	Q9SW18
Q38847	Q9LW31
Q9LQZ7	Q9SJN0
P39697	P56761
P56752	Q9ZSL6
P56751	P56794
Q84JE8	Q9LPD2
Q93Z00	Q93Z00
Q0WW17	Q9LRS2
Q9C6S2	Q9FH51
Q84MA1	Q8LE47
Q9ZU93	Q9ZW74
Q9FJT2	Q9SLC3
P42732	Q9FKP0
B0F9L4	Q9SJL6
Q9FV52	Q9FY50
Q9FWS4	Q9M385
F4IBB2	Q9M9K1
Q93ZM9	Q9SV55
Q84JU6	Q9C9W9
P92959	Q8VZ55
O22795	O64624
P56759	Q9SJ41
O49203	Q8L6Z4
Q9C6U1	Q9ZQC6
O22845	Q67XV2
P93311	Q31708
F4HYF3	Q3E6S9
P56799	Q8S9L5
Q1PE15	Q9SZ45
Q8LE98	Q9FFD5
Q9FUP0	Q9LDU5
Q94B35	Q9SAC0
F4I0K2	F4JF21
Q8L7E5	Q8L7E5
Q8L7R2	Q9FJ82
P56763	P56783
Q9C950	Q9SI96
Q8H124	Q9SUS1
P47735	Q29PV4
Q8GWR2	Q8GWR2
P56802	Q9SYL9
O65312	Q9XFH4
Q9FHH8	Q9LJB7
Q9SGW3	Q9SII8
Q9CAZ7	Q9SRM3
Q9LQK7	Q9LTR2
P42732	Q9LD55
Q0WR66	Q0WWX5
Q8L6Y4	Q9LW31
P56766	Q01667
Q4TU14	Q8W104
Q8GYY1	Q9FMC8
P56805	Q9LP37
O65502	P56780
O49160	Q9LK61
Q8L7R3	Q9LZA6
Q9FRI0	Q9SRG3
Q94KK7	Q9ZSD4
Q9LMM6	Q9SU24
P13114	Q9LNE6
Q9FJH5	Q9FZ31
Q94AY1	Q9FGX1
Q8H1E7	Q9ZRZ8
Q39221	Q9ZPW3
Q9FFJ8	Q9FFJ8
O23404	Q9FFT4
Q56XM9	Q9M9K1
O04197	Q9LMA8
Q680U9	Q8RWD7
O50061	Q9SJ41
Q9LRH6	Q9SMN1
P92534	Q04613
Q38802	Q39108
P92959	P93014
Q43725	Q9SGU9
P62090	Q2V2S7
P0C8Q4	Q8VXZ5
Q8S8P5	Q9LMA8
P56805	Q9FY50
O23160	Q058P4
P56797	Q8VZ74
Q94CJ8	Q9LQM3
F4K8S5	Q9M209
O80839	Q84MC0
Q6R0H1	Q9LKL2
Q9FGJ4	Q9SW21
Q8W489	Q9SZ75
Q3ECJ5	Q8L9H6
Q944B0	Q9SUI4
F4JF21	Q8VZV9
O22870	Q8W4A5
P56805	Q8S9L5
P19171	Q9S745
Q8H1F6	Q9LIH5
Q941B6	Q9ZW74
Q8L7S3	Q9SCR2
F4HXY7	Q9SRQ7
F4KH86	P0DI07
O49499	Q9C942
Q84W66	Q9FMV5
Q42529	Q9C969
Q8LC59	Q9SLB7
F4KFC7	O65567
Q9SAF0	Q9SCR2
P56795	Q9FZ81
P16180	Q9LVC9
F4JZG9	Q9ZVZ9
Q8L539	Q9SZV3
P11490	Q9S714
O24457	Q93ZW0
Q8H174	Q9SKN5
P92966	Q8GUL2
P56805	Q8L6Z4
Q9LDE3	Q9SY20
Q8GWA2	Q9SZL6
O22131	Q9FNY0
O23404	Q9M9K1
Q8GWQ6	Q9C8K7
P56792	Q84J62
P25864	Q0WTB4
Q6X7K1	Q9CAD5
Q8RXU6	Q93VC7
Q9LQF0	Q9SB92
Q9LW31	Q9SFD8
P56795	Q9M9H4
P56791	P61843
Q9LFP1	Q9SEL5
Q6DBA5	Q8LCH5
Q8LCQ4	Q9SGH4
Q9FKF6	Q9FQ09
F4IDY7	Q0WVH0
Q9S7H1	Q9SUI6
Q8H1R4	Q9LQK7
O24606	Q9LU77
O82291	Q9ZVN2
Q6DBA5	Q9LY91
Q94KK6	Q9SUJ1
O80644	Q9LG02
Q84L31	Q8LBL5
Q9SKB2	Q9SKB2
Q94KK6	Q9SJL6
P56799	P56806
Q9ZTC3	Q9ZTC3
Q94CG2	Q9C615
P56755	P61843
P46313	Q9SJE2
Q95749	Q9FME4
Q9CAZ0	Q9ZUB8
Q9C6Z3	Q9LYC1
O64471	Q9FNC9
Q6R0E3	Q8VWK4
Q9FIG9	Q9FIG9
Q9SUI4	Q9SUI5
P23321	P23321
Q680Q4	Q949X9
F4JZG9	P37107
P0C7R2	Q9C9P4
O49603	Q94FY7
P56804	Q84JG5
O82499	P93311
Q93ZB6	Q9CA67
Q93VC7	Q9M8X2
O49603	Q9LFE2
P42732	Q9LP37
Q9LV88	Q9SIZ9
P53780	Q944P7
P56795	P61841
F4IXN6	Q94JZ8
Q8GZB6	Q8RVQ9
Q38828	Q9FKM7
Q7XA66	Q9C7E7
O49432	Q949Z1
Q9FLX8	Q9SQT4
P26288	P56778
Q9FGW0	Q9LTW9
Q9S7H8	Q9SKD9
Q8LLD4	Q9FJ32
P56774	P93311
P56766	Q9SCY3
O80340	O82277
O23049	Q38885
O80805	Q8RVQ9
Q42600	Q9LQ12
Q9SJ41	Q9SKX4
Q8RYC6	Q94JM3
Q9SGP6	Q9XE58
Q8H1Z0	Q9ZWT2
Q0WNP8	Q8L4D8
O82175	Q8VZJ1
Q37165	Q95695
O49603	Q9M0V4
P42732	Q9FY50
Q0WRJ7	Q8GSJ6
Q9ASY9	Q9LIQ4
O22607	Q9MA56
O48528	Q9XGY4
Q84J46	Q945M9
Q1PDW3	Q9LZA6
B9DFK5	Q9LVW7
P56760	P93311
Q39108	Q93YV0
Q6X7J9	Q9M1U4
Q9LVI9	Q9SJM7
P35510	Q9LMR5
O82567	Q8S8N6
Q38828	Q8RYC6
Q9M209	Q9M2U2
Q93VK8	Q9LMY9
O22795	Q93VC7
Q9M5P3	Q9S713
F4KAS1	Q9LQ12
O80800	Q9C9P4
Q9FGC7	Q9SAC0
Q8LGU6	Q9SIY3
Q8L9K1	Q8VZP6
Q9STM4	Q9SY74
Q9FZF1	Q9SIP1
P41088	Q9FJA2
Q9AR07	Q9FUP0
Q8LPS6	Q95749
Q9LFG2	Q9LYU8
Q8LCA1	Q9SUI6
Q8W4L5	Q9LHF5
Q8S8P5	Q9LIE6
O64425	Q93ZF6
Q04613	Q38959
O22714	Q9LVA9
F4I037	Q9SFE9
F4I6V0	Q9FLD7
Q94A08	Q9XF04
Q8GXN9	Q8LDR3
Q3EDH8	Q941C5
Q9SAR5	Q9SVC4
P56795	Q8VWK4
P62090	Q9SUI4
P42732	Q8L6Z4
B0F481	B5X4Z4
Q94AR8	Q9SIV0
O80842	Q8LBP4
Q8W453	Q9CAS1
F4IVI0	Q9C6Y3
O04200	Q500Y9
Q93Z70	Q94A94
F4HWL4	Q9SW95
F4I340	Q9MA63
Q9LUP8	Q9SR08
P93014	Q9LK61
P56763	P93014
Q8H181	Q9SDW0
O22607	P0DKJ8
Q9LSB1	Q9SXC4
P56799	Q9LST3
Q3EBC2	Q9M2T1
O65090	O82266
P26289	P39697
O80699	Q9S9M8
Q9MAN1	Q9MAN1
F4IME2	Q9LV72
O04547	Q3E9I4
Q8GYK7	Q9ZQH2
P61841	Q9SZD6
Q9FFD9	Q9FYF7
Q94EH8	Q9LZ08
P56806	Q37165
Q6X5Y6	Q9SFD8
O23049	Q9LYW3
O82239	Q9SY88
Q43125	Q570R7
Q0WWE3	Q9FVR6
O81004	Q9FJW6
Q9XI19	Q9XIK0
P37107	P56797
Q1PFR7	Q9FNA9
O23550	Q9SDW0
P56806	Q9FZ81
A2RVM0	Q9SZB2
O04603	P56792
Q66GN9	Q9XJ36
P46313	Q9C7W4
P0DKJ8	Q94F88
O65090	P61841
Q7X9V3	Q9SDS7
Q56Y11	Q84UU4
Q39017	Q9SF47
P56752	P56774
O24410	Q9LJW5
Q84RD1	Q8W2F1
O04197	Q9LDU5
P35632	Q9FUY2
Q8L7R2	Q9LYU8
Q38847	Q9LVW4
